iter	Passed	Remaining
3044	681457	101826
3045	681675	101602
3046	681887	101376
3047	682120	101154
3048	682345	100930
3049	682555	100704
3050	682756	100477
3051	682969	100252
3052	683190	100028
3053	683391	99801
3054	683603	99575
3055	683812	99349
3056	684017	99123
3057	684227	98897
3058	684443	98672
3059	684666	98448
3060	684865	98221
3061	685062	97993
3062	685269	97767
3063	685493	97544
3064	685702	97318
3065	685911	97092
3066	686117	96866
3067	686338	96642
3068	686547	96416
3069	686755	96190
3070	686956	95963
3071	687159	95737
3072	687379	95512
3073	687593	95287
3074	687807	95062
3075	688020	94837
3076	688213	94609
3077	688411	94382
3078	688616	94156
3079	688823	93930
3080	689027	93704
3081	689245	93479
3082	689440	93252
3083	689647	93026
3084	689861	92801
3085	690070	92575
3086	690280	92350
3087	690489	92124
3088	690689	91898
3089	690893	91671
3090	691109	91447
3091	691305	91220
3092	691527	90996
3093	691743	90771
3094	691951	90546
3095	692156	90320
3096	692372	90095
3097	692592	89871
3098	692819	89648
3099	693025	89422
3100	693231	89196
3101	693437	88971
3102	693645	88745
3103	693852	88519
3104	694062	88294
3105	694278	88070
3106	694494	87845
3107	694709	87620
3108	694907	87394
3109	695119	87169
3110	695323	86943
3111	695531	86717
3112	695744	86493
3113	695954	86267
3114	696155	86041
3115	696369	85817
3116	696569	85590
3117	696776	85365
3118	696983	85139
3119	697194	84914
3120	697392	84688
3121	697599	84462
3122	697807	84237
3123	698033	84014
3124	698248	83789
3125	698454	83564
3126	698664	83339
3127	698872	83113
3128	699067	82887
3129	699280	82662
3130	699489	82437
3131	699681	82210
3132	699879	81983
3133	700088	81758
3134	700296	81533
3135	700508	81309
3136	700724	81084
3137	700940	80860
3138	701153	80635
3139	701354	80410
3140	701556	80184
3141	701758	79958
3142	701965	79733
3143	702183	79509
3144	702389	79283
3145	702599	79059
3146	702810	78834
3147	703007	78608
3148	703225	78384
3149	703454	78161
3150	703652	77935
3151	703855	77709
3152	704076	77486
3153	704286	77261
3154	704499	77037
3155	704711	76812
3156	704927	76588
3157	705137	76363
3158	705341	76138
3159	705558	75914
3160	705767	75689
3161	705971	75464
3162	706176	75239
3163	706391	75015
3164	706599	74790
3165	706805	74565
3166	707010	74339
3167	707216	74114
3168	707429	73890
3169	707641	73666
3170	707861	73442
3171	708069	73217
3172	708281	72993
3173	708518	72771
3174	708771	72551
3175	708988	72327
3176	709201	72103
3177	709416	71879
3178	709626	71654
3179	709836	71430
3180	710031	71204
3181	710234	70978
3182	710451	70755
3183	710669	70531
3184	710883	70307
3185	711101	70083
3186	711307	69858
3187	711516	69633
3188	711724	69409
3189	711932	69184
3190	712132	68959
3191	712339	68734
3192	712576	68512
3193	712797	68289
3194	713003	68064
3195	713209	67839
3196	713420	67615
3197	713637	67391
3198	713872	67169
3199	714109	66947
3200	714352	66726
3201	714582	66503
3202	714793	66279
3203	715015	66056
3204	715217	65831
3205	715427	65606
3206	715646	65383
3207	715845	65158
3208	716042	64932
3209	716244	64707
3210	716446	64482
3211	716650	64257
3212	716871	64034
3213	717072	63809
3214	717279	63584
3215	717489	63360
3216	717691	63135
3217	717894	62910
3218	718102	62686
3219	718319	62462
3220	718537	62239
3221	718750	62015
3222	718965	61791
3223	719186	61568
3224	719419	61345
3225	719639	61122
3226	719862	60899
3227	720072	60675
3228	720285	60451
3229	720491	60226
3230	720700	60002
3231	720901	59777
3232	721108	59553
3233	721316	59329
3234	721535	59105
3235	721743	58881
3236	721942	58656
3237	722146	58431
3238	722362	58208
3239	722564	57983
3240	722771	57759
3241	722965	57533
3242	723171	57309
3243	723391	57086
3244	723616	56863
3245	723826	56639
3246	724030	56415
3247	724243	56191
3248	724480	55969
3249	724714	55747
3250	724934	55524
3251	725146	55300
3252	725368	55077
3253	725586	54853
3254	725796	54629
3255	725996	54405
3256	726210	54181
3257	726413	53957
3258	726647	53734
3259	726855	53510
3260	727070	53287
3261	727281	53063
3262	727486	52839
3263	727705	52615
3264	727914	52392
3265	728109	52167
3266	728328	51943
3267	728530	51719
3268	728744	51495
3269	728970	51273
3270	729192	51050
3271	729405	50826
3272	729628	50603
3273	729855	50380
3274	730091	50158
3275	730303	49935
3276	730511	49711
3277	730734	49488
3278	730943	49264
3279	731148	49040
3280	731356	48816
3281	731563	48592
3282	731775	48368
3283	731995	48145
3284	732197	47921
3285	732429	47699
3286	732642	47475
3287	732852	47252
3288	733086	47029
3289	733301	46806
3290	733521	46583
3291	733738	46360
3292	733939	46135
3293	734142	45911
3294	734348	45687
3295	734562	45464
3296	734774	45240
3297	734974	45016
3298	735212	44794
3299	735419	44570
3300	735640	44347
3301	735881	44126
3302	736123	43904
3303	736355	43682
3304	736559	43458
3305	736750	43233
3306	736953	43009
3307	737147	42784
3308	737358	42561
3309	737567	42337
3310	737781	42114
3311	737982	41890
3312	738176	41665
3313	738387	41442
3314	738595	41218
3315	738795	40994
3316	739004	40771
3317	739198	40546
3318	739430	40324
3319	739648	40101
3320	739858	39877
3321	740054	39653
3322	740262	39430
3323	740495	39207
3324	740731	38985
3325	740952	38763
3326	741156	38539
3327	741393	38317
3328	741606	38093
3329	741819	37870
3330	742018	37646
3331	742241	37423
3332	742456	37200
3333	742669	36977
3334	742893	36754
3335	743115	36532
3336	743322	36308
3337	743542	36085
3338	743756	35862
3339	743964	35639
3340	744168	35415
3341	744381	35192
3342	744593	34968
3343	744812	34746
3344	745024	34522
3345	745232	34299
3346	745455	34076
3347	745670	33853
3348	745927	33632
3349	746160	33410
3350	746372	33186
3351	746599	32964
3352	746827	32741
3353	747045	32518
3354	747260	32295
3355	747481	32073
3356	747694	31849
3357	747900	31626
3358	748112	31403
3359	748326	31180
3360	748532	30956
3361	748747	30733
3362	748961	30510
3363	749166	30287
3364	749378	30064
3365	749593	29841
3366	749801	29617
3367	750028	29395
3368	750240	29172
3369	750454	28949
3370	750667	28726
3371	750873	28502
3372	751115	28280
3373	751366	28059
3374	751589	27836
3375	751813	27613
3376	752027	27390
3377	752255	27168
3378	752644	26951
3379	752926	26731
3380	753148	26508
3381	753453	26288
3382	753673	26065
3383	753892	25842
3384	754088	25618
3385	754316	25396
3386	754532	25173
3387	754736	24949
3388	754948	24726
3389	755163	24503
3390	755380	24280
3391	755590	24057
3392	755802	23834
3393	756016	23611
3394	756233	23388
3395	756474	23166
3396	756697	22943
3397	756910	22720
3398	757127	22497
3399	757336	22274
3400	757542	22051
3401	757775	21828
3402	757998	21606
3403	758212	21383
3404	758438	21160
3405	758655	20937
3406	758881	20714
3407	759097	20492
3408	759301	20268
3409	759526	20046
3410	759740	19823
3411	759971	19600
3412	760170	19377
3413	760372	19154
3414	760576	18930
3415	760798	18708
3416	761025	18485
3417	761234	18262
3418	761446	18039
3419	761658	17816
3420	761895	17594
3421	762113	17371
3422	762311	17148
3423	762522	16925
3424	762731	16702
3425	762942	16479
3426	763152	16256
3427	763358	16033
3428	763567	15810
3429	763773	15587
3430	763997	15364
3431	764232	15142
3432	764447	14919
3433	764668	14696
3434	764896	14474
3435	765119	14251
3436	765378	14029
3437	765643	13807
3438	765907	13585
3439	766123	13362
3440	766351	13140
3441	766581	12917
3442	766820	12694
3443	767091	12473
3444	767358	12251
3445	767571	12028
3446	767777	11805
3447	767984	11582
3448	768196	11359
3449	768406	11136
3450	768610	10913
3451	768822	10690
3452	769065	10468
3453	769282	10245
3454	769529	10022
3455	769738	9799
3456	769950	9577
3457	770171	9354
3458	770389	9131
3459	770581	8908
3460	770802	8685
3461	771028	8463
3462	771259	8240
3463	771473	8017
3464	771675	7794
3465	771883	7571
3466	772099	7349
3467	772339	7126
3468	772567	6903
3469	772779	6681
3470	773013	6458
3471	773208	6235
3472	773416	6012
3473	773630	5789
3474	773863	5567
3475	774074	5344
3476	774289	5121
3477	774512	4899
3478	774731	4676
3479	774933	4453
3480	775137	4230
3481	775348	4008
3482	775566	3785
3483	775777	3562
3484	775983	3339
3485	776180	3117
3486	776395	2894
3487	776593	2671
3488	776800	2449
3489	777014	2226
3490	777213	2003
3491	777454	1781
3492	777689	1558
3493	777912	1335
3494	778113	1113
3495	778314	890
3496	778511	667
3497	778726	445
3498	778942	222
3499	779153	0
